Analysis,time_kl_shift,fluctanal_prop_r1,motiftwo_entro3,walker_propcross,avg_rR45CO244CO2,avg_rR46CO244CO2,avg_R45CO244CO2,sd_d18O13C,biotic,pred
4941,323,0.408163265306122,0.552896784080831,0.0176867582033977,1.18111039122222,1.41312626333333,0.0118537556666667,0.00347342168472323,abiotic,abiotic
4942,323,0.408163265306122,0.553259672181557,0.0204794042355132,1.18192361044444,1.41636637477778,0.0118616865555556,0.00371446902076685,abiotic,abiotic
4946,323,0.408163265306122,0.551805818541053,0.0204794042355132,1.17888156644444,1.41609034555556,0.011830233,0.00338810951287255,abiotic,abiotic
4948,323,0.408163265306122,0.552896784080831,0.0242029322783337,1.18226545733333,1.41385265811111,0.0118580566666667,0.00408582746503726,abiotic,abiotic
4949,133,0.408163265306122,0.552533512715665,0.0218757272515709,1.18114938433333,1.41263792988889,0.0118587756666667,0.00663042861653956,abiotic,abiotic
4951,323,0.408163265306122,0.553259672181557,0.0209448452408657,1.18112810966667,1.41349613433333,0.0118516975555556,0.00394475609249682,abiotic,abiotic
4952,799,0.408163265306122,0.552896784080831,0.0214102862462183,1.18152909077778,1.41585804177778,0.0118621551111111,0.00235047776911822,abiotic,abiotic
4953,323,0.408163265306122,0.551805818541053,0.0237374912729812,1.17908610566667,1.41627548222222,0.0118310998888889,0.00490433789441235,abiotic,abiotic
4959,323,0.408163265306122,0.556867563542026,0.0153595531766349,1.17990779555556,1.41505156988889,0.0118450831111111,0.00341360754386295,abiotic,abiotic
4960,799,0.408163265306122,0.552169857673616,0.0214102862462183,1.178491189,1.41566178144444,0.0118310225555556,0.0034563652733477,abiotic,abiotic
4961,323,0.408163265306122,0.551805818541053,0.0232720502676286,1.17916153688889,1.41625931388889,0.011831174,0.00380010856382725,abiotic,abiotic
4963,133,0.408163265306122,0.557584583292035,0.0148941121712823,1.18103053266667,1.41625259966667,0.0118445764444444,0.00290493266826377,abiotic,abiotic
4964,799,0.408163265306122,0.552169857673616,0.0190830812194554,1.17965730933333,1.41681361866667,0.0118306327777778,0.00312591124107473,abiotic,abiotic
4965,323,0.408163265306122,0.552533512715665,0.0190830812194554,1.18153236788889,1.41576159911111,0.0118612943333333,0.0040793428080396,abiotic,abiotic
4966,323,0.408163265306122,0.552533512715665,0.019548522224808,1.18052460188889,1.41268464255556,0.011851513,0.00168711500494116,abiotic,abiotic
4968,323,0.408163265306122,0.556508485659345,0.0144286711659297,1.17934500588889,1.41502980411111,0.0118393315555556,0.0029124394264404,abiotic,abiotic
4969,323,0.408163265306122,0.556508485659345,0.0139632301605771,1.179356536,1.415039285,0.011839326,0.00332024217499078,abiotic,abiotic
4973,799,0.408163265306122,0.551441394903152,0.0204794042355132,1.17953166711111,1.41635349622222,0.0118350212222222,0.00280165978273193,abiotic,abiotic
5757,133,0.387755102040816,0.558657278840044,0.0158249941819874,1.17854410622222,1.41470992333333,0.0118265496666667,0.0021637761707844,abiotic,abiotic
5758,323,0.346938775510204,0.554065166458226,0.0204841713221601,1.17979011844444,1.41285550966667,0.011830276,0.00481952554357112,abiotic,abiotic
5759,323,0.346938775510204,0.554788301400031,0.0167597765363128,1.18003179366667,1.40975646688889,0.0118321586666667,0.00572058554588929,abiotic,abiotic
5763,133,0.387755102040816,0.557942525955338,0.0172213171980451,1.17939022266667,1.41547634722222,0.011826921,0.00296929183394522,abiotic,abiotic
5766,133,0.387755102040816,0.55830009100628,0.0158249941819874,1.17863767288889,1.41473807855556,0.0118289422222222,0.00147006413440155,abiotic,abiotic
5769,133,0.346938775510204,0.553984300233548,0.0158249941819874,1.17903872988889,1.41237648777778,0.0118313392222222,0.00432747231520347,abiotic,abiotic
5770,133,0.346938775510204,0.554707400147599,0.0181521992087503,1.17930167922222,1.40902615544444,0.011833779,0.00426652325910541,abiotic,abiotic
5771,323,0.346938775510204,0.553259672181557,0.0176867582033977,1.179824929,1.41231453088889,0.0118385506666667,0.00344108490710519,abiotic,abiotic
5774,133,0.387755102040816,0.55830009100628,0.0186176402141029,1.178957821,1.41484276911111,0.0118299571111111,0.00233011544964488,abiotic,abiotic
5776,133,0.387755102040816,0.558657278840044,0.0172213171980451,1.17889752122222,1.41474264488889,0.0118294297777778,0.00268271053418036,abiotic,abiotic
5779,133,0.387755102040816,0.55830009100628,0.01629043518734,1.17888282766667,1.415066608,0.0118301261111111,0.000917480596466313,abiotic,abiotic
5780,133,0.346938775510204,0.553622177429102,0.0158249941819874,1.17905532722222,1.41218870511111,0.0118315905555556,0.00233027549141655,abiotic,abiotic
5782,133,0.387755102040816,0.558657278840044,0.0223411682569234,1.17865616488889,1.41473142955556,0.0118272616666667,0.00187107426288796,abiotic,abiotic
5784,133,0.346938775510204,0.553259672181557,0.019548522224808,1.17887155666667,1.41391290711111,0.0118292505555556,0.00424922273906262,abiotic,abiotic
5878,133,0.428571428571429,0.557942525955338,0.0204794042355132,1.18081013455556,1.41759674988889,0.0118492602222222,0.00254129781280808,abiotic,abiotic
5879,133,0.428571428571429,0.557226262620073,0.0181521992087503,1.18069181977778,1.418035952,0.011846903,0.00194909947672888,abiotic,abiotic
5880,133,0.428571428571429,0.561147064557622,0.0176867582033977,1.17947767911111,1.41601443422222,0.0118339087777778,0.00300597099237147,abiotic,abiotic
5882,133,0.428571428571429,0.557226262620073,0.0186176402141029,1.17998541244444,1.41708770522222,0.0118385328888889,0.00627651656635211,biotic,biotic
5884,133,0.428571428571429,0.558657278840044,0.0176867582033977,1.17937091955556,1.41428504977778,0.0118324461111111,0.00327219292234365,biotic,abiotic
5885,133,0.428571428571429,0.55830009100628,0.0176867582033977,1.17871546877778,1.41624860266667,0.011825028,0.00227466945822183,biotic,biotic
5886,133,0.428571428571429,0.560437573504735,0.01629043518734,1.17951025944444,1.41641906977778,0.0118331802222222,0.00213207134660055,abiotic,abiotic
5887,133,0.428571428571429,0.559370524431188,0.0209448452408657,1.17826794311111,1.41573018955556,0.011821006,0.00258692843382712,biotic,biotic
5892,133,0.408163265306122,0.556797493475074,0.0195849848449522,1.178478761,1.416637393,0.0118278446666667,0.0032075650761161,biotic,abiotic
5893,133,0.428571428571429,0.555789191880205,0.0279264603211543,1.17822884411111,1.41681992066667,0.0118240588888889,0.00350132308211958,biotic,biotic
5894,133,0.428571428571429,0.560437573504735,0.019548522224808,1.17848470933333,1.41004391033333,0.0118258765555556,0.00778971819665317,biotic,abiotic
5895,133,0.428571428571429,0.557942525955338,0.0269955783104492,1.17998289666667,1.41721908166667,0.0118403471111111,0.00243599665048355,abiotic,abiotic
5896,133,0.428571428571429,0.557584583292035,0.0237374912729812,1.18094096522222,1.410268576,0.011849075,0.00567357892967759,abiotic,abiotic
5897,133,0.428571428571429,0.557584583292035,0.0190830812194554,1.17967297022222,1.41432827855556,0.0118361825555556,0.00322312902610382,biotic,biotic
5898,133,0.428571428571429,0.556867563542026,0.0265301373050966,1.18101492966667,1.41765961688889,0.0118491672222222,0.00311935389480813,abiotic,abiotic
5900,133,0.428571428571429,0.557942525955338,0.0204794042355132,1.179643959,1.417236669,0.0118346803333333,0.00250691177552761,abiotic,abiotic
5901,133,0.428571428571429,0.557226262620073,0.0190830812194554,1.17916892077778,1.41734951755556,0.0118296647777778,0.00300918114054177,biotic,biotic
5902,133,0.428571428571429,0.557584583292035,0.0181521992087503,1.18115706977778,1.417132049,0.0118493223333333,0.00233011669155043,abiotic,abiotic
5904,133,0.428571428571429,0.560792506272116,0.0200139632301606,1.179370437,1.41626877544444,0.0118312215555556,0.00216660758064904,abiotic,abiotic
5905,133,0.428571428571429,0.557942525955338,0.0242029322783337,1.18008290933333,1.40993205777778,0.0118386235555556,0.00566476945157708,abiotic,abiotic
5907,133,0.428571428571429,0.559370524431188,0.0176867582033977,1.17921398077778,1.410441364,0.011824217,0.00669738469616575,biotic,biotic
5908,133,0.428571428571429,0.556867563542026,0.0218757272515709,1.18001008377778,1.41795236677778,0.0118328245555556,0.00403036698367196,biotic,biotic
5909,133,0.428571428571429,0.558657278840044,0.0181521992087503,1.17935930588889,1.41627513888889,0.0118261776666667,0.00223402558982562,biotic,biotic
5912,133,0.428571428571429,0.557584583292035,0.0176867582033977,1.18086873344444,1.41783406655556,0.011840349,0.00377515999166874,biotic,abiotic
5914,133,0.428571428571429,0.55830009100628,0.0214102862462183,1.18032412822222,1.41785062322222,0.0118354463333333,0.00140124283619159,abiotic,abiotic
5916,133,0.428571428571429,0.558657278840044,0.0204794042355132,1.18056287088889,1.41031158811111,0.011837431,0.00618993500037498,biotic,abiotic
5918,133,0.428571428571429,0.555789191880205,0.0204794042355132,1.17899365022222,1.41727433666667,0.0118223252222222,0.00358755288254274,biotic,biotic
5919,133,0.428571428571429,0.558657278840044,0.0158249941819874,1.18084218388889,1.41746201055556,0.0118397393333333,0.00286082974870163,abiotic,abiotic
5920,323,0.428571428571429,0.557584583292035,0.0274610193158017,1.18035901933333,1.41796227555556,0.0118348656666667,0.00217684040594265,biotic,abiotic
5924,133,0.428571428571429,0.557584583292035,0.0232720502676286,1.17895596966667,1.41666268011111,0.0118264157777778,0.00315824596288544,abiotic,biotic
5925,133,0.428571428571429,0.560792506272116,0.0190830812194554,1.17907479344444,1.41573221555556,0.0118265084444444,0.00213299433958948,abiotic,abiotic
5926,133,0.428571428571429,0.557942525955338,0.0265301373050966,1.17853372488889,1.41615527244444,0.0118206414444444,0.00303504591133208,biotic,biotic
5927,133,0.428571428571429,0.559726582973377,0.0223411682569234,1.18050263144444,1.41017292488889,0.0118402074444444,0.00601195230459297,abiotic,abiotic
5928,133,0.428571428571429,0.560082265868008,0.0274610193158017,1.17893930455556,1.41614265511111,0.0118239117777778,0.00242211215369214,abiotic,biotic
5930,133,0.428571428571429,0.558657278840044,0.0269955783104492,1.18067454588889,1.41744971055556,0.011840433,0.00192485437290574,abiotic,abiotic
5931,133,0.428571428571429,0.560437573504735,0.0218757272515709,1.179839764,1.416415597,0.0118323913333333,0.00133676493019788,abiotic,abiotic
5933,133,0.428571428571429,0.56150124874764,0.0181521992087503,1.17949235566667,1.41014230477778,0.0118284742222222,0.00481025134122604,abiotic,abiotic
5934,133,0.428571428571429,0.560082265868008,0.0246683732836863,1.18035218122222,1.410058273,0.0118375825555556,0.00478886601835543,abiotic,abiotic
5935,133,0.428571428571429,0.55830009100628,0.0288573423318594,1.18023898088889,1.41742429555556,0.0118363892222222,0.0026445960371669,biotic,abiotic
5937,323,0.489795918367347,0.553340502946377,0.021415270018622,1.17862188333333,1.41694641322222,0.0118217704444444,0.00345398292329394,abiotic,biotic
5938,323,0.428571428571429,0.557942525955338,0.0251338142890389,1.17987443844444,1.41741138188889,0.0118334278888889,0.00321266820606013,biotic,abiotic
5941,133,0.428571428571429,0.559370524431188,0.0204794042355132,1.18054389433333,1.41680177044444,0.0118403642222222,0.00278401015418508,abiotic,abiotic
5942,133,0.428571428571429,0.560437573504735,0.01629043518734,1.17975019188889,1.41622868766667,0.0118323308888889,0.00193577733187867,abiotic,abiotic
5945,323,0.428571428571429,0.558657278840044,0.0209448452408657,1.18053812766667,1.41771103288889,0.0118401782222222,0.00220192729314385,abiotic,abiotic
5946,133,0.428571428571429,0.559370524431188,0.0186176402141029,1.18025185288889,1.414220244,0.011837375,0.00283131213821541,abiotic,abiotic
5947,133,0.428571428571429,0.559370524431188,0.0176867582033977,1.180389595,1.41432505855556,0.0118386061111111,0.0023430197714066,abiotic,abiotic
5948,323,0.428571428571429,0.557942525955338,0.0186176402141029,1.18052301011111,1.41006435588889,0.0118401274444444,0.00503579464772156,biotic,abiotic
5949,133,0.428571428571429,0.557942525955338,0.0251338142890389,1.18093730155556,1.41754019733333,0.0118441768888889,0.00523683324803212,abiotic,abiotic
5951,323,0.428571428571429,0.557942525955338,0.0214102862462183,1.18007321133333,1.41756425922222,0.0118357643333333,0.00261958074211031,abiotic,biotic
5952,133,0.428571428571429,0.560437573504735,0.0176867582033977,1.17983425777778,1.41666257988889,0.0118332493333333,0.00290986367124302,abiotic,abiotic
5953,133,0.428571428571429,0.561147064557622,0.0176867582033977,1.17950990733333,1.41004273355556,0.0118304444444444,0.00546097851128708,abiotic,abiotic
5954,133,0.428571428571429,0.558657278840044,0.0186176402141029,1.17880261522222,1.41627898166667,0.0118236438888889,0.00167454552350302,biotic,biotic
5955,133,0.428571428571429,0.557942525955338,0.026064696299744,1.17907544488889,1.41638684622222,0.0118259487777778,0.00129775685421677,biotic,abiotic
5957,133,0.428571428571429,0.559014089850694,0.0214102862462183,1.18039165144444,1.410106069,0.0118384536666667,0.00689812947377434,abiotic,biotic
5958,133,0.428571428571429,0.56150124874764,0.01629043518734,1.17957687111111,1.41006268577778,0.0118305592222222,0.00446406614979653,abiotic,abiotic
5960,323,0.428571428571429,0.556867563542026,0.022806609262276,1.18074403566667,1.41809056355556,0.011841466,0.00374584534048027,biotic,abiotic
5961,133,0.428571428571429,0.557226262620073,0.0186176402141029,1.18038992844444,1.41742577211111,0.0118377627777778,0.00305725100110843,biotic,biotic
